RecordingID,ContentURI,Filename,DownloadStatus
607619001020,https://media.ringcentral.com:443/restapi/v1.0/account/665427020/recording/607619001020/content,recording_607619001020.mp3,Success
607618988020,https://media.ringcentral.com:443/restapi/v1.0/account/665427020/recording/607618988020/content,recording_607618988020.mp3,Success
607618987020,https://media.ringcentral.com:443/restapi/v1.0/account/665427020/recording/607618987020/content,recording_607618987020.mp3,Success
607618986020,https://media.ringcentral.com:443/restapi/v1.0/account/665427020/recording/607618986020/content,recording_607618986020.mp3,Success
607618985020,https://media.ringcentral.com:443/restapi/v1.0/account/665427020/recording/607618985020/content,recording_607618985020.mp3,Success
607618858020,https://media.ringcentral.com:443/restapi/v1.0/account/665427020/recording/607618858020/content,recording_607618858020.mp3,Success
